adType,salaryMin,salaryMax,salaryPeriod,LocationCategory
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
0,10000000.0,12000000.0,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
0,16000000.0,22400000.0,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
0,3000000.0,6000000.0,0,1
0,5989784.875891983,8529533.361410381,0,1
0,1000000.0,1100000.0,0,0
1,4000000.0,4200000.0,0,1
1,2500000.0,4250000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,6000000.0,6500000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,1
1,2000000.0,3500000.0,0,0
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
1,5000000.0,10000000.0,0,0
1,5989784.875891983,8529533.361410381,0,1
1,2300000.0,3750000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,6000000.0,10000000.0,0,1
0,5989784.875891983,8529533.361410381,0,1
1,6000000.0,10000000.0,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,10000000.0,15000000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
1,8000000.0,10000000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
1,4000000.0,4500000.0,0,0
0,2000000.0,2500000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,3000000.0,4200000.0,0,1
1,4800000.0,5000000.0,0,0
0,7000000.0,12000000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
0,7000000.0,9000000.0,0,1
1,3500000.0,4900000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
1,3500000.0,4900000.0,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5500000.0,7000000.0,0,1
0,7000000.0,9000000.0,0,1
1,5989784.875891983,8529533.361410381,0,1
1,4500000.0,6300000.0,0,0
1,5000000.0,7000000.0,0,0
1,5000000.0,7000000.0,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,4000000.0,6000000.0,0,0
0,10000000.0,20000000.0,0,0
1,5989784.875891983,8529533.361410381,0,1
0,3000000.0,5000000.0,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
1,3750000.0,5250000.0,0,1
0,2500000.0,4500000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5500000.0,7250000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,1
1,4000000.0,5600000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
1,4000000.0,5600000.0,0,0
1,4000000.0,5600000.0,0,0
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,1
0,5000000.0,6000000.0,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,0
2,5989784.875891983,8529533.361410381,0,1
1,23500000.0,33200000.0,0,1
1,3500000.0,6000000.0,0,1
1,5989784.875891983,8529533.361410381,0,1
1,8000000.0,10000000.0,0,0
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,4200000.0,8000000.0,0,0
0,3000000.0,4000000.0,0,0
1,2000000.0,2550000.0,0,1
1,4000000.0,5000000.0,0,1
0,4200000.0,8000000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,1
1,5500000.0,7500000.0,0,1
1,5989784.875891983,8529533.361410381,0,1
1,7000000.0,9000000.0,0,1
1,3000000.0,4200000.0,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5000000.0,6000000.0,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,4000000.0,8000000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
1,12000000.0,24000000.0,0,0
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,10000000.0,15000000.0,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
0,6000000.0,7500000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5000000.0,7000000.0,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,6000000.0,10000000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,12000000.0,24000000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,15000000.0,18000000.0,0,0
1,6000000.0,12000000.0,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,6000000.0,8400000.0,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,12000000.0,17000000.0,0,0
1,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
1,6000000.0,8000000.0,0,1
0,3500000.0,4500000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,7000000.0,12000000.0,0,0
1,4000000.0,5600000.0,0,0
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5000000.0,8000000.0,0,1
0,5989784.875891983,8529533.361410381,0,0
0,6000000.0,10000000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,4000000.0,6000000.0,0,1
1,5989784.875891983,8529533.361410381,0,1
0,6000000.0,10000000.0,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,4000000.0,7500000.0,0,0
1,7000000.0,14000000.0,0,0
1,9000000.0,13000000.0,0,0
1,7000000.0,13000000.0,0,0
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,4500000.0,5000000.0,0,0
1,4500000.0,7500000.0,0,1
0,5989784.875891983,8529533.361410381,0,0
1,3500000.0,4000000.0,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
0,2300000.0,3220000.0,0,1
0,3180000.0,4452000.0,0,1
0,2500000.0,3500000.0,0,1
0,2200000.0,3080000.0,0,1
0,5989784.875891983,8529533.361410381,0,0
1,8000000.0,16000000.0,0,0
0,2800000.0,3000000.0,0,1
1,4000000.0,5600000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
1,3000000.0,4200000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,7000000.0,12000000.0,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,3000000.0,4200000.0,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,4000000.0,4500000.0,0,1
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,1
1,4000000.0,4500000.0,0,1
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,1
1,3000000.0,5200000.0,0,1
1,3000000.0,5200000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
0,10000000.0,14000000.0,0,0
0,4500000.0,7000000.0,0,1
1,3500000.0,5500000.0,0,0
1,6000000.0,8000000.0,0,0
0,2000000.0,2600000.0,0,1
1,3000000.0,5200000.0,0,1
0,4300000.0,6020000.0,0,1
1,5989784.875891983,8529533.361410381,0,1
0,8000000.0,12000000.0,0,1
1,5989784.875891983,8529533.361410381,0,0
0,7000000.0,9800000.0,0,1
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,0
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,7000000.0,10000000.0,0,0
1,3000000.0,5200000.0,0,1
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
1,6000000.0,9000000.0,0,0
1,5989784.875891983,8529533.361410381,0,1
0,5989784.875891983,8529533.361410381,0,1
0,6000000.0,8000000.0,0,0
1,8000000.0,15000000.0,0,1
1,5989784.875891983,8529533.361410381,0,1
1,5989784.875891983,8529533.361410381,0,0
0,5989784.875891983,8529533.361410381,0,0
1,7000000.0,14000000.0,0,0
0,5989784.875891983,8529533.361410381,0,1
